link	post_id	author	title	text
https://elengenesse.diary.ru/p220049583_lev-zimoj.htm	220049583	Furry Imp	"""ЛЕВ ЗИМОЙ"""	"Историческую пьесу американского писателя Джеймса Голдмена ставили в театрах множество раз, и это только в нашей стране, не считая зарубежья. Одна ""Аквитанская львица"" в знаменитом Ленкоме чего стоит. Нет, я не смотрела, сразу говорю, просто на слуху. О чём это - так же до нынешних пор не вникала, но появилась эта антреприза, и я, как водится, прилежно взялась за изучение матчасти. Первоисточник прочитала за вечер. Весьма оригинальная вещь, надо сказать, если учесть, что события происходят в далёком 1183 году. Разговаривают герои того времени вполне себе современно, их диалоги занимательны и вкусны даже в виде текста, и я, читая, уже заранее себе представляла, как на сцене это всё вдвойне оживится игрой. Предчувствия не обманули. Сейчас бы включить серьёзного цензора и попытаться глобально разобрать увиденное мною, однако какая-то внутренняя подростково-фанатская часть меня первым делом вспоминает свой щенячий восторг на предмет:""Гыыыы, живой Гела! Настоящий, не на экране!"" Детский сад ясельная группа, конечно, но с другой стороны, каким бы ветром меня ещё сюда занесло? На антрепризы я хожу весьма редко и выборочно, ориентируясь на нужных мне артистов, которых, как правило, чаще видно в кино, чем в театре, поэтому можно же понять человека, когда эмоции слегка зашкалило, правда? Тем более что это было моё традиционное лирическое отступление и дальше будет уже про сам спектакль.
Итак, ""Лев зимой""... Московская его премьера прошла в Театре Сатиры. К слову, никогда не бывала тут раньше в большом зале. Режиссёр-постановщик Сергей Гинзбург. Да-да, тот самый, которому я не так давно пела оды за Василия Сталина и ""Волчье солнце"", уже одна эта фамилия в афише стала бы для меня хорошим знаком, не считая всех остальных звёздных бонусов, но об этом позже. Снег… Здесь постоянно идёт снег, создавая уютную новогоднюю атмосферу… Из декораций – тонкие прозрачные занавески и несколько металлических каркасов, которые сами артисты периодически крутят в разные стороны, словно из конструктора строят то причудливые арки, то решётки, то коридоры… бог весть что строят, пусть каждый полагается на свою фантазию…
Начало двенадцатого века, английский король Генрих Второй (Максим Аверин) собирает всю свою семью на праздник Рождества, где намерен принять решение о выборе наследника престола. По такому случаю из заключения временно освобождена его супруга Элинора (Анна Якунина), когда-то строившая заговоры против своего венценосного мужа. В замок приглашён молодой король Франции Филипп (Митя Лабуш) и его сестра, принцесса Элис (Мария Свирид), которая по политическим соображениям планируется в жёны одному из трёх английских принцев, а по факту является юной любовницей самого Генриха. Три наследника - три проблемы: Ричард (Гела Месхи), Джеффри (Владимир Фекленко), Джон (Сергей Соцердотский). Каждый из них мечтает о троне, однако отношения в королевской семье такие сложные, что Генриху не так-то легко доверить корону хоть кому-то из них. Он, наверное, предпочёл бы жить вечно и ни с кем не делиться своей властью, поэтому как будто нарочно мотает нервы сыновьям, играя на их чувствах, далеко не всегда, кстати, светлых и добрых по отношению к родителям. Впрочем, любить их по большому счёту и правда особо не за что. Матери дети толком не видели, как и какого-либо её участия в их судьбе, это на каждого из них наложило разный отпечаток. Ричард холоден, закрыт и суров, Джеффри умён, хитёр и болезненно честолюбив, Джон по-детски инфантилен и труслив, однако по какой-то своей непонятной прихоти Генрих склонен передать трон именно ему, и это не даёт покоя Элинор. Она считает, что её любимец Ричард - самый достойный по всем показателям наследник, и этот конфликт между супругами - всего лишь одна из причин лишний раз повоевать друг с другом. Кажется, что Генрих специально периодически выпускает свою вероломную жену из под стражи, чтобы жизнь слишком скучной не казалась, ведь Элинор – леди безумно эксцентричная. Необычайно умная, острая на язык, темпераментная и вместе с тем прекрасная актриса, способная подать себя так, как ей хочется. Когда они с Генрихом схватываются в словесных баталиях – искры летят столбом, их поток взаимных претензий неиссякаем как бушующий вулкан, они готовы поубивать друг друга – такая, кажется, между ними всепоглощающая ненависть, но не сразу, совсем не сразу приходит понимание, что всё это кипит и хлещет на почве такой же умопомрачительной любви. Аверин и Якунина показали это высшим пилотажем, с обоих буквально семь потов сошло в процессе этих семейных сцен – энергетика даже до десятого ряда доставала. В этой семье вообще всё не так однозначно, как кажется на первый взгляд. Вот малышка Элис, допустим. Кроткая овечка, которая говорит, что любит Генриха просто как человека и ничего ей от него не нужно, кроме возможности быть рядом. Ей претит сама мысль стать женой кого-то из его сыновей даже во имя деловых соглашений с братом. Такой весь из себя романтический образ создан…Но стоит только Генриху обмолвиться о возможной женитьбе на ней, как девочка уже стоит на столе, возвышаясь над своим королём подобно фурии и диктует свои условия, первое из которых: угробить своих старших сыновей в темнице ради их будущего наследника во имя его же безопасности. Маску долой…Принцы, как я уже сказала, несчастны каждый по-своему, каждый из них боится остаться ни с чем, не удивительно, что друг друга они ненавидят как потенциальную угрозу. Джеффри, пожалуй, самый опасный из всех, но он же и самый обделённый. Его обида понятна: мать хочет на трон Ричарда, отец – Джона. «А я? А со мной как? А меня что, вообще нет?» И ведь он прав, на него действительно смотрят как на пустое место, поэтому приходится включать мозги и подыгрывать дурачку Джону на тот случай, если он по воле отца и впрямь получит корону, хотя бы рядом быть, изображая первого помощника, а там… видно будет, как пойдёт. А Джон реально слишком глуп, чтобы разгадать планы брата. В его понятии, чтобы получить трон – надо быть хорошим в глазах папы, во всем с ним соглашаться, да и вообще быть податливым как пластилин. Его постоянные ползания за папой вызывают снисходительную жалость: ребёнок хочет стать королём, ну что с него взять? Ричард…Ричард с одной стороны натура сложная и серьёзная. Я могла бы так считать, если бы не эта забавная любовная линия с Филиппом. В играх престолов это модно, ага, и молодой король Франции действительно имеет все замашки гламурного зайки, я с первого взгляда поняла, что он гей, но чтобы такой альфа-самец как Ричард, который, кстати, тот самый что Львиное Сердце…Я так только на «Идеальном муже» Богомолова смеялась, там похожий диссонанс. И вот да, эта тема слегка разбавила суровость образа, но что меня впечатлило – это отношение Ричарда к матери. Ведь кажется, что он её ненавидит. С первой сцены, с первого диалога он совершенно непроницаем, откровенно груб в ответ на её попытки примириться, он не слушает её оправданий и даже не пытается простить. Но когда Элинор режет себе руку ножом, кидается к ней с испуганным криком: «Мама!!!», обнимает и сидит так долго-долго, укачивая её в объятиях. Порыв? Возможно. И тот же порыв, когда запертые в погребе по приказу Генриха, наследники решают отца замочить, а Элинор собирается его об этом предупредить. У кого в голове в тот момент возникла мысль убить мать? Наверняка у Джеффри, для которого вообще ничего святого нет, он и за кинжал совершенно хладнокровно взялся. Тупица Джонни при этом как всегда за любой кипиш, кроме голодовки, и только Ричард делает инстинктивное движение закрыть Элинор от брата. Короткое, не всем может и заметное, но я его уловила, и сердце ёкнуло: блин, парень, а ведь ты же её всё-таки любишь…Не смотря ни на что. И вся эта каменная броня напоказ – только видимость, защитный рефлекс от новых разочарований. Так ведут себя дети, обделённые любовью, но что поделать? Такие времена и нравы. Королю тоже нелегко выбирать, тоже больно от сознания, что дети делят власть над твоим королевством ещё при твоей жизни. А ты ещё полон сил, хочешь жить и чувствовать. Кто поймёт это лучше, чем она? Трижды проклятая, несносная жёнушка, которую убить мало, но без которой невозможно существовать в этом сумасшедшем доме, где у каждого припасён свой камень за пазухой для родного человека? Вот и тянет Генриха к Элинор, всегда, всю жизнь, и не может он без этих её колкостей и выходок, потому что муж и жена – одна сатана, как ни крути, и это именно тот самый случай.
Вердикт. Это было вкусно. Местами до слёз смешно, местами глубоко драматично. Всего в равных пропорциях смешал Сергей Гинзбург в своём коктейле, такое хочется смаковать и растягивать удовольствие. Если позволят обстоятельства, а главное – финансы, я обязательно вернусь. Главное, чтобы у этого корабля было долгое плавание и такое же море цветов каждый раз, как на этой, московской премьере. В добрый путь!)

@темы: То, что я люблю театр, любовь моя"
https://julia519973.diary.ru/p220049561_na-udalyonke-i-v-okno-poglyadet-mozhno.htm	220049561	julia519973	На удалёнке и в окно поглядеть можно	"Ограничительных мер - полна коробочка. Муж в понедельник приболевший пришёл, жаловался на слабость и ломоту. Температура не поднималась, запахи различает. На всякий случай самоизолировался. Дочкина преподша английского признана контактным лицом, ибо она ведёт английский и у китаистов, а там одна студентка с подтверждённой ""короной"". Теперь у них английский в зуме будет. Я же, когда работала, утром собиралась себе, некогда было в окна пялиться. А потом заметила, что утром ко мне в окно Венера смотрит. Весной она по вечерам заглядывает, а осенью, значит, утром, довольно крупный серпик. До лунного далеко, само собой, но видно даже такой слеподне как я. Но нынче тут вообще какое-то ""трёхсерпие"". Крупный серп - верхняя правая полудуга - ""сидит"" на маленьком серпике - верхней левой полудуге и при этом ""взвалил"" на себя совсем крошечный серпик - нижнюю левую полудугу. Торчит всё это на юго-западе. Вообще астрономы на конец года обещают много всяких явлений - тот же парад планет, а в конце декабря или начале января даже Уран какое-то время станет виден невооружённым глазом в виде этакой матовой звёздочки. Но только в степной местности и вроде бы в средней полосе России. А хотелось бы поглядеть! Уран-то от людей прячется, только в телескоп его и видно."
https://temnota.diary.ru/p220049557_o-neizmennom.htm	220049557	Темнота	О неизменном	"...и вот ты почти 6 лет живёшь в другом городе, работаешь с музыкантами первой величины, делаешь большие фестивали, помогаешь выпускать бестселлеры, рулишь перемещением камер на красной ковровой дорожке мюзикла, чьими баннерами завешен весь город, общаешься с кумирами своего подросткового возраста, продумываешь рекламную кампанию крупных концертов, имеешь в запасе 1000 и одну историю закулисной жизни. А потом тебя просят: ""А накидай, пожалуйста, музыки из своего 2007-ого"". И ты лезешь в свой дневник, перечитываешь посты и понимаешь - ничерта ты не изменилась. Такая же смешная рефлексирующая рыжая девочка.

Привет. Это снова я.

@настроение: Мой 2007-ой всегда во мне. Мой 2007-ой всегда со мной."
https://akals.diary.ru/p220049522.htm	220049522	мистер двалин сексуален.		"сходила сегодня опять на Бегущего по лезвию, одна. поставила себе ачивку, потому что так и хотела сходить на него в одиночестве, но второй раз собрались с подругой. увы, она не смогла, ну а я решила не сдаваться. не простила бы себе, если бы не посмотрела его еще раз на большом экране.
а на деле я же я просто снова учусь быть одной, хотя я никогда и не была особо _с кем-то_, но вечно от кого-то зависела. а тут прям новый, ломающий моего внутреннего подростка челлендж - научиться снова получать удовольствие от базовых вещей, сделанных без кого-то. не получать оценки моих действий от кого-то, не ждать похвалы, одобрения и ""good boy"", а просто жить, жить и жить.
не пропускать то, что хочу, потому что нет компании. не ждать от других людей той реакции, что нужна мне. да ничего не ждать, а жить лишь для себя, оставаясь при этом достойным человеком.
да, все это знание родилось во мне через очень большую боль и я плачу сейчас, признаваясь в этом, и я чувствую себя очень, просто невероятнейше одиноко. но я благодарна людям, которые мне это показали, потому что лишь ты, ты сам, yourself проходит весь путь с тобой от начала и до конца.
с косметологом моим разговаривали как раз недавно, что самые лучшие инвестиции - это в себя. и пусть я все так же ищу ""волшебную таблетку"", делая не слишком много (но делая!) для достижения своей мечты о себе самой, но это все равно инвестиции в себя. и уж точно это лучше, чем бесцельная скупка шмоток в условном цуме, особенно, когда есть выбор из серии айфон/три месяца пожрать. и вот тут я опять же благодарна 2020, что всю осень смогла проходить в любимой кофте, потому что не надо ходить на в офис и ловить оценивающие взгляды.
и я впервые за долгое время нравлюсь, очень нравлюсь себе в зеркале! несмотря на редеющие волосы, обильный живот и все вот это. но как же я охуенна, черт дери)
это ли не самая лучшая похвала, hah?


конечно, мне также обидно, что практически не с кем поехать кататься на роликах (теперь в закрытом месте), поездить по подмосковью, сходить на речной вокзал, отметить хэллоуин и съездить в стамбул. но значит, я просто еще не спросила нужного человека
хотя заебалась спрашивать, если честно, дай божэ. но хочешь праздник - устрой сам. и все это по-прежнему очень-очень сложно.
но я учусь.

@темы: мы захватим мир no-go-zone demonic harmonic I never ever want to crash Borderlining schizo"
https://keep-calm.diary.ru/p220049500.htm	220049500	aiden h.		"поездка прошла хорошо. полиция не звонила, никто ничего не проверял, в аэропортах проходила все контроли за 15 минут. никто не спрашивал ковидные формы, даже температуру не мерили.
первые дни не могла понять, почему я не чувствую, что я в лондоне. где эта радость и впитывание атмосферы. потом поняла, что это потому, что я была как бы гидом по лондону. показывала город подруге, стараясь сделать поездку максимально насыщенной. она и была насыщенной, но не для меня. последние два дня я гуляла одна, благо приехали две девочки моей подруги, чтобы сделать сюрприз на ее день рождения. и вот тогда-то я и почувствовала.
решила побывать в тех районе, которые еще не видела. один день я посвятила chelsea, где пообедала вкуснейшей настоящей неаполитанской пиццей (""cinquecento""), второй - greenwich. это была моя четвертая поездка в лондон, и удивительно, сколько еще нужно посмотреть. универститет в гринвиче меня, конечно, поразил. сразу вспомнила свою поездку в оксфорд, эти благородные здания альма матер, где аж дыхание захватывает, когда проходишь мимо них, заглядывая в окна. прогуливаясь по территории университета в гринвиче, зашла в капеллу, где мне сообщили, что через 5 минут будет концерт классической музыки на пианино, и предложили остаться. ""в этом весь лондон"", - подумала я, и, конечно, осталась.
бесконечно повезло с погодой, за 5 дней ни разу не было дождя, даже выходило солнце. каждый день вышагивала по 15-20 км, и бывало, что хочется еще куда-то поехать, но усталость, голод и нехватка времени брали свое. не понимаю людей, которые говорят, что не любят лондон. как это вообще возможно? в лондоне есть все. мне кажется, любой может найти что-то свое.
кстати, по поводу подруг моей подруги. вроде классные девочки, но 30% времени они обсуждали бренды и деньги, еще 30% - сплетничали про общих знакомых, и втягивали в это меня. но мне абсолютно все равно на то, кто там заплатил тысячу баксов за индийский курс медитаций или что louis vitton становится зашкваром. еще пока мы были в лондоне, ввели новые правила, что в кафе могут находиться люди, только проживающие вместе. в ресторане отеля нам сказали, что могут нам дать только раздельные столики (я с подругой жили в одном номере, девочки в другом), так они начали сдвигать столики и спорить с официантом ""вы хотите, чтобы мы кричали друг другу?"". мне показалось это немножко невоспитанным. да и в разговорах бывало, услышишь ""нигер"" и кучку расистских шуток, и я вообще не понимаю, как это возможно в наше время. удивлялись, как это я говорю ""спасибо, все было вкусно"", даже если еда не самый топчик. ведь надо же сказать, что все было так себе! или зачем я веду small talk и улыбаюсь людям, которые не предоставили идеальный сервис. в общем, ну такое.
теперь я надеюсь, что в ближайшие месяцы ситуация с вирусом станет получше, и я смогу еще приехать в лондон, пока действует виза."
https://hinori-chan.diary.ru/p220049496_chto-takoe-horoshij-gejm-dizajn.htm	220049496	Чайная ведьма	Что такое хороший гейм дизайн.	"Очень хочу поиграть в последнюю Зельду, но не могу подружить свой линукс с библиотеками эмулятора и свой комп с виндой. Приходится смотреть видео по Зельде и играть в предыдущие части. Недавно смотрела ""Разбор полётов"" про неё и внезапно поняла, что геймдизайн в Зельде прекрасен. Ведущие говорят: ""приходим мы значит в разрушенную церковь, забираемся по лестнице..."" А я смотрю - это Храм Времени из Окарины. И он разрушен и вокруг ни души и ни одного домика. И так грустно, пусто и тоскливо стало, а ведь в Окарине с главной площади Хирултауна свернёшь - будет этот храм. Такое чувство упадка и разрухи... Спустилась в комментарии, написала об этом, решила почитать ещё комментов. Первый был ""Вот так пройдешь Зельду, думаешь уж на начальном плато ты знаешь каждый камень, а потом тебе говорят что на церквушке была лестница. А ты как дурак ползал по стенам, и думал какая крутая головоломка"". Ниже 17 комментов с криками ""ТАМ БЫЛА ЛЕСТНИЦА?!"" Посмеялась, спустя 2 дня на мой коммент ответили ""Понимаю, у меня такое-же чувство было""
Вот сколько людей пережили в связке с этой игрой похожие чувства? Разработчики просто сделали игру и стольким подарили схожие впечатления. А сам обзор больше напоминал кучку баек и ведущие делились ими и такие искренние эмоции были, как будто бы сами побывали в Хайруле и у каждого было своё собственное приключение!
Блин, как же хочется поиграть!

@темы: Рецензии одной строкой Реал Размышлизмы Настоящее"
https://elis-liddell.diary.ru/p220049494_dlya-interesuyuwihsya-a-est-li.htm	epigraph	Мышь Таисья	"Для интересующихся: ""А есть ли..."""	"И, чтоб, как говорится, дважды не вставать...
Зашла сегодня, пару раз, речь в комментариях, в связи сами знаете с чем, о добротных, на мой взгляд, отечественных фэнтези-сериалах последнего времени, костюмированных и с хорошей операторской работой. Вытаскиваю сюда для тех, кто сразу же не скривился и не пополз насмешливо бровями вверх при словах «добротных, отечественных, последнего времени».)
Честно попыталась найти на ютубе отдельно титры-вступление, довольно показательные (на мой фломастер, опять же) в плане всё той же операторской работы и живописности, но... увы. Потому — вот ролик с первой серией, если кому вдруг захочется глянуть на досуге вполглаза его начало (до окончания предваряющей песни под титры, например), и определиться: надо оно будет ему или нет.
Да, сразу предупрежу, на всякий случай: там присутствует А. Петров, которого далеко не все без скрежета переносят.
Если окажется, что — надо, то... это второй сезон.))

Первая серия. Режиссёр сего — Евгений Бедарев"
https://triokami.diary.ru/p220049478_3-2-ryba-pripuwennaya.htm	220049478	triOkami	3.2 Рыба припущенная	"На 1 порцию:

рыба с/м б/г (треска, пикша, навага, камбала, горбуша, сайда, щука, хек) - 120 гр
или с/г (сом, горбуша, щука) - 156 гр
соль - 2 гр
лук репчатый - 10 гр
лавровый лист - 0,01 гр
перец - 0,01 гр

Выход готового блюда - 71-89 гр в зависимости от рыбы.

Рыбу полностью дефростируют, чистят, потрошат и промывают. Нарезают под прямым углом на порции, на поверхности каждого куска делая 2-3 легких надреза кожи, чтобы куски сохранили форму. Укладывают на противень или гастроемкость в один ряд кожей вверх, заливают воду или рыбный бульон, чтобы покрыть рыбу на 1/3 ее высоты (0,3 л на 1 кг), солят, добавляют перец и лавровый лист и припускают до готовности 10-15 минут на плите с закрытой крышкой. Рыбу морских и океанических пород припускают с добавлением огуречного рассола.
Подают с гарниром и соусом. Температура при подаче не ниже 65С."
https://kessan.diary.ru/p220049447.htm	220049447	Кэссэн		"у нас появилось два новых крыса. Мы не смогли пройти мимо ""ну заберите крыс, а то я их кокну"". Учитывая что это было еще и недалеко от нашего города я догворился и забрал агутя, ""он меня уже достал рвет крыс а в клетке не отличает рук от еды"" и мелкого ""покоцаного"" минка.
Агути теперь зовут Вильгельм. В честь Вильгельма Бастарда. Нежнейший к людям, и нифига не кусачий и очень общительный крыс.. но правда своего соседа он действительно терроризирует.
Трехмесяный малыш Альфред сильно пкусан, лапы вообще в ужасном состоянии. да еще и со зреющим абсцессом. Лечим
в общем в субботу везем обследовать и может дефабержировать Вилли
что интересно у мелкого Альфреда хвост грязный, а у Вилли шикарный и чистый
читать дальше

@темы: крысомания"
https://diaveltoros.diary.ru/p220049440_stav-wiska.htm	220049440	Diaveltoros	"Став ""WISKA"""	"ladodea.forum2x2.ru/t5721-topic

Авторы Ragnar & Lagertha Lodbrok

- Представляем вам еще одну нашу совместную работу с уважаемой""LAGERTHA""рунический став ""WISKA"". Став для получения знаний и мудрости, для развития магических знаний, для духовного роста, для развития и познание себя через мудрость богов, для осознания своего высшего Я.
Если помните Один, спустившись к корням древа ИГГДРАССИЛЬ, не просил ни денег, ни золота, ни богатств.

- Как известно Один-мудрейший из асов, бог мудрости и хранитель знаний. Чтобы обрести мудрость, Один посетил колодец Мимиpa - источник ума и мудрости, в водах которого было видно будущее, и стал просить старого великана, позволить ему испить Из источника.

- Один так желал мудрости, что не колеблясь отдал глаз Мимиру, поскольку считал что мудрец, имея всего один глаз, видит гораздо больше, чем глупый, обладая двумя. В качестве залога Один положил свой глаз на дно колодца откуда он и сверкал. Один остался с одним глазом, который стали считать символом солнца.

- Получив мудрость и знания в магии, можно получить все что угодно, любые блага мира.

- Особенностей по запуску и активации става особенностей нет, поэтому после предварительной диагностики на эффективность и совместимость, все делаем как привыкли. Носитель подбираем по собственному усмотрению, но я рекомендовал бы амулет. Рекомендуемая активация по малому ритуалу с обращением к Одину.

- ПО РУНАМ В СТАВЕ:
- ANCUZ - руна Одина, руна мудрости, знаний, руна речи. Через нее мы получаем все знания и мудрость, необходимые для духовного роста и развития, для развития магических способностей.

- ALGIZ - выполняет своего рода фильтр, для того, чтобы отсеять ложные знания и информацию, дабы не тратить драгоценное время понапрасну.

- EHWAZ - TEIWAZ - целеустремленность к знаниям и духовному росту, самопознанию и развитию, чтобы избежать застоя и стагнации.

- EIWAZ - руна, символизирующая древо ИГГДРАССИЛЬ, древо познания, благодаря которому мы можем путешествовать по всем 9ти мирам для обретения знаний и мудрости в магии.

- KANO - способствует раскрытию потаенных уголков сознания, развитию памяти и осознанности. Руна помогает увидеть истинные знания и отделить их от всего наносного, не важного.

- DAGAZ - поможет преобразовать полученные знания и информацию в понятную для нашего восприятия, понимания, осознания и усвоения. Делает информацию, получаемую от вселенной и богов понятной для нас.

- LAGUZ - способствует развитию интуиции, помогает ,когда это необходимо, понять, услышать, увидеть, воспринять, обработать, усвоить и применить полученные знания в нужное время и в нужный момент. Это поток получаемой свыше информации и знаний.

- GEBO - это дар богов, это мудрость и знания, которые мы получаем и усваиваем во благо и для развития. Руна гармонизирует и сонастраивает наше сознание и разум с потоками знаний и энергии идущие к нам от богов и вселенной.

- PERTRO - символизирует открытые врата нашего подсознания. Открытого для восприятия и усвоения новой информации и знаний. Руна способствует накоплению, и сохранению мудрости и знаний, получаемых от богов и вселенной.

- Руна - SOL - способствует мягкому очищению сознания от ненужной информации, несущей вред и стагнацию в развитии, руна освобождает место в нашем сознании для получения новых знаний и возможности дальнейшего развития, для более глубокого понимания сути вещей и законов вселенной.

- SOWILO - EHWAZ - DAGAZ - URUZ - руны способствуют прорыву и наполнению жизненной силой и энергией, необходимой для духовного роста и развития, необходимой для достижения поставленных целей.

- Порунная прорисовка как всегда прилагается в прикрепленном файле.
- Пользуйтесь во благо."
https://swreview.diary.ru/p220049426_obzor-za-17-18-oktyabrya.htm	220049426	"все записи пользователя в сообществе
Star Wars Review"	Обзор за 17-18 октября	"Фанфики:
«Не верь безумию любви» продолжает Kinn

Графика:
Арт с твилечкой и арт по мотивам SW:TOR, арты с Трауном и исаламири у ritunya
Члены рыцарей Рен и Сноука у Efah
Юмористический миникомикс с Энакином и Оби-Ваном у -Bait-

Видео:
Коуб с Вейдером у ZEAl

Другое:
Коллаж к авторской героине-джедайке от Керрен
Шутка-кроссовер «Звёздных войн» и «Among Us» у -Bait-



Пишут:
Darth Juu отрабатывает джедайские техники на коте
Nell Jeevas досмотрела «Повстанцев»
mikomijade размышляет о Чубакке, Рей и «Соколе»


Фото с Адамом Драйвером со съемок SNL у priest_sat за код!


ЗВшные тыквы к Хэллоуину у ZEAl
Мерчендайз по ЗВ от Pandora у Мышь Таисья

@темы: Октябрь Обзор 2020"
